NUID,IVCbc,IVCtr,IVCIPlus,CERT_activate,CERT_generateKey_#01,CERT_generateKey_#02,CERT_generateKey_#03,CERT_generateKey_#04,CERT_generateKey_#05,CERT_generateKey_#06,CERT_generateKey_#07
0x0000000000000000,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x0F022001}{0xF039F9EC22381F9C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x000000000000000000000000000000000000000000000000431B5BC7C566919E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x00000000000000000000000000000000000000000000000005D4C2F4641BA658;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x000000000000000000000000000000000000000000000000124A9AB6D915EC60;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x000000000000000000000000000000000000000000000000DB4E498910381DA4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x0000000000000000000000000000000000000000000000005872B66A216E7E31;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x00000000000000000000000000000000000000000000000061EE4B13665C6208;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000D5FC8D1318E2AE69734D699DD25D85F1C05136657350561B;0x0E020001}{0x000000000000000000000000000000000000000000000000A57A5FA07393DB27;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000001,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000100000001000000010000000100000000000000000000000000000000;0x0F022001}{0xF54E5F8D5B27991D000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x000000000000000000000000000000000000000000000000DFFF548AF8DD1BD3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x0000000000000000000000000000000000000000000000006BC1122917D8F7DF;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x000000000000000000000000000000000000000000000000F1702F0A55363FE8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x0000000000000000000000000000000000000000000000007BF57740F0ADABB0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x0000000000000000000000000000000000000000000000005479EC0E7B377286;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x0000000000000000000000000000000000000000000000009125699E826D26AB;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000A895D0A65A1F0667823776EE40589E2648A04A60328240DA;0x0E020001}{0x00000000000000000000000000000000000000000000000006D63064E5BF291D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000002,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000200000002000000020000000200000000000000000000000000000000;0x0F022001}{0xB94758347CD03732000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x000000000000000000000000000000000000000000000000CEA0747C31AC871E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x000000000000000000000000000000000000000000000000B1C4D92AE6ABDD28;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x000000000000000000000000000000000000000000000000373E346223EB9357;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x0000000000000000000000000000000000000000000000003F37D60847AEC82E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x000000000000000000000000000000000000000000000000B18BC5DB0BA68038;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x00000000000000000000000000000000000000000000000066492BBD6748E2C9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000BF4FD23A95461346BE9A4D5F45509F65F7AB53049A6EA381;0x0E020001}{0x0000000000000000000000000000000000000000000000007DB8CB364ADCF07C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000003,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000300000003000000030000000300000000000000000000000000000000;0x0F022001}{0x8B020FBF0A019937000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x00000000000000000000000000000000000000000000000017112E219621BBD8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x000000000000000000000000000000000000000000000000024F3903722E36C2;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x000000000000000000000000000000000000000000000000A6E25C368DF47347;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x0000000000000000000000000000000000000000000000008C2929329AFFFBF0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x0000000000000000000000000000000000000000000000002C1FFB9FC5846A44;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x000000000000000000000000000000000000000000000000F63F71329F90769A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000004D84F1ADD49BAA78F98985473F59D51FEB6C16FC1C93264C;0x0E020001}{0x0000000000000000000000000000000000000000000000007FD67BE46CC5810D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000004,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000400000004000000040000000400000000000000000000000000000000;0x0F022001}{0xE35BD11255D6F853000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x000000000000000000000000000000000000000000000000C4DA0F73BFECA38F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x000000000000000000000000000000000000000000000000B1CB4072BAB8A1F7;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x0000000000000000000000000000000000000000000000005091BA9C8F94A134;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x000000000000000000000000000000000000000000000000C24E60F910026DE7;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x00000000000000000000000000000000000000000000000058193FF981354EF3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x000000000000000000000000000000000000000000000000FFF5D14BA6CBDB77;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A0100000000000023CAD0707FBFF558FC6D8E367E07AE25D1441AB7FB0CC1AD;0x0E020001}{0x000000000000000000000000000000000000000000000000E54F2CABBBAAFAE0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000005,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000500000005000000050000000500000000000000000000000000000000;0x0F022001}{0x92F3108764EC1DC0000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x0000000000000000000000000000000000000000000000004EA9D6288B3AF1C2;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x000000000000000000000000000000000000000000000000F46EEB540A3C14BD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x000000000000000000000000000000000000000000000000AFF531105D7FFEF3;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x0000000000000000000000000000000000000000000000008A4EEC20AAA17121;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x0000000000000000000000000000000000000000000000009603E2CB31BA3273;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x0000000000000000000000000000000000000000000000005CC29158D44BC08A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000005B5EAFC079CC9349D26799D9DF2264A019CB04F50C9A583A;0x0E020001}{0x0000000000000000000000000000000000000000000000005570EDE77EC73D5D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000006,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000600000006000000060000000600000000000000000000000000000000;0x0F022001}{0xA523DBAD378F0894000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x000000000000000000000000000000000000000000000000A37544FA603E3816;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x0000000000000000000000000000000000000000000000002869BA469A7F0110;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x0000000000000000000000000000000000000000000000005E0C3F4BAFDB6431;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x000000000000000000000000000000000000000000000000BBB114D4E520F9A8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x000000000000000000000000000000000000000000000000BC9CFD72206FA623;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x000000000000000000000000000000000000000000000000FE5658F3B54A95E0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000B205A56396A46591F2F714862DB98D599EA4240AEFE7A8F7;0x0E020001}{0x000000000000000000000000000000000000000000000000F0E9EF7953E5D88A;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000007,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000700000007000000070000000700000000000000000000000000000000;0x0F022001}{0xC45AC57E891CF11A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x0000000000000000000000000000000000000000000000008AC42AAD39E3EA26;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x00000000000000000000000000000000000000000000000029D3A720113B3846;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x0000000000000000000000000000000000000000000000002999DC46DA6BB0D8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x000000000000000000000000000000000000000000000000BE02E866335523B6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x0000000000000000000000000000000000000000000000005B8ACE9DB474B12E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x000000000000000000000000000000000000000000000000792277E9D1C8BE5F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000985E20CFA6896AB7A9C570E62885B8361DABFAE95C124789;0x0E020001}{0x0000000000000000000000000000000000000000000000009DE0C1EE44F38321;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000008,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000800000008000000080000000800000000000000000000000000000000;0x0F022001}{0x826E4EF1F5CFEE0C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x000000000000000000000000000000000000000000000000B1271CDF5F75E697;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x00000000000000000000000000000000000000000000000018AF966549093DDE;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x000000000000000000000000000000000000000000000000CFEC889778972312;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x00000000000000000000000000000000000000000000000080986E512FF28906;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x000000000000000000000000000000000000000000000000915B5AE128D1E2BD;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x000000000000000000000000000000000000000000000000A5524C6591F174B4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A01000000000000F3EF00CB545DE81294883DF09C4BC1C765EAC30D4F4F1BA6;0x0E020001}{0x000000000000000000000000000000000000000000000000801D412270235500;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000009,,,,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000900000009000000090000000900000000000000000000000000000000;0x0F022001}{0xF0B093447CCD97A8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x0000000000000000000000000000000000000000000000009A7F245CB6C51593;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x00000000000000000000000000000000000000000000000032AEC6F72EC99E72;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x00000000000000000000000000000000000000000000000070F33BE875A2A38F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x000000000000000000000000000000000000000000000000CC2F5805D8ECB20E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x00000000000000000000000000000000000000000000000081AF3E574F7F3A93;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x0000000000000000000000000000000000000000000000003F71DB1BD2A4546B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0x8A010000000000007EFB99EBFD2A3C42BD1D155F221A998006066F231FF63544;0x0E020001}{0x000000000000000000000000000000000000000000000000EE2755F75F856357;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
