NUID,CipheredProtectingKeyL2,CipheredProtectingKeyL1,CipheredContentKey,HostKey,IVCbc,IVCtr,IVCIPlus,DataIn,ClearTextFlashProtectionKey
0x0000000000000000,0xA9323031314E61677261766973696F6E,0xc47b34200697ed9dc47b34200697ed9d,,,,,,,
0x0000000000000001,0xA9323031314E61677261766973696F6E,0xf32a928b9af53144f32a928b9af53144,,,,,,,
0x0000000000000002,0xA9323031314E61677261766973696F6E,0xebdc53ce9d5bc6d6ebdc53ce9d5bc6d6,,,,,,,
0x0000000000000003,0xA9323031314E61677261766973696F6E,0x6a3b426adcc846ca6a3b426adcc846ca,,,,,,,
0x0000000000000004,0xA9323031314E61677261766973696F6E,0x837734fb9a27a21b837734fb9a27a21b,,,,,,,
0x0000000000000005,0xA9323031314E61677261766973696F6E,0x1e6f81d3368d1dc41e6f81d3368d1dc4,,,,,,,
0x0000000000000006,0xA9323031314E61677261766973696F6E,0x40c82bd01f1aa96740c82bd01f1aa967,,,,,,,
0x0000000000000007,0xA9323031314E61677261766973696F6E,0xb1c8c60f87a3dd46b1c8c60f87a3dd46,,,,,,,
0x0000000000000008,0xA9323031314E61677261766973696F6E,0x420f4e70243226cb420f4e70243226cb,,,,,,,
0x0000000000000009,0xA9323031314E61677261766973696F6E,0xbb16f21a2a549c56bb16f21a2a549c56,,,,,,,
0x000000000000000a,0xA9323031314E61677261766973696F6E,0x71893237f39cedfa71893237f39cedfa,,,,,,,
0x000000000000000b,0xA9323031314E61677261766973696F6E,0xddcfffad08ce21eaddcfffad08ce21ea,,,,,,,
0x000000000000000c,0xA9323031314E61677261766973696F6E,0xf29172ba8ddff797f29172ba8ddff797,,,,,,,
0x000000000000000d,0xA9323031314E61677261766973696F6E,0x328530a6ec5ac181328530a6ec5ac181,,,,,,,
0x000000000000000e,0xA9323031314E61677261766973696F6E,0x36b6627f6ee2678336b6627f6ee26783,,,,,,,
0x000000000000000f,0xA9323031314E61677261766973696F6E,0x176dae50148f6720176dae50148f6720,,,,,,,
0x0000000000000010,0xA9323031314E61677261766973696F6E,0x39d5283bbdb1698739d5283bbdb16987,,,,,,,
0x0000000000000011,0xA9323031314E61677261766973696F6E,0xc7490fe4f15f9a47c7490fe4f15f9a47,,,,,,,
0x0000000000000012,0xA9323031314E61677261766973696F6E,0x3d300d7a8d6a49b93d300d7a8d6a49b9,,,,,,,
0x0000000000000013,0xA9323031314E61677261766973696F6E,0xbb2727fc70eaade8bb2727fc70eaade8,,,,,,,
0x0000000000000014,0xA9323031314E61677261766973696F6E,0x65bc1f8cd354a75365bc1f8cd354a753,,,,,,,
0x0000000000000015,0xA9323031314E61677261766973696F6E,0x7ea3cfd69fcef3ad7ea3cfd69fcef3ad,,,,,,,
0x0000000000000016,0xA9323031314E61677261766973696F6E,0x8a76c870d63871d38a76c870d63871d3,,,,,,,
0x0000000000000017,0xA9323031314E61677261766973696F6E,0x33b91e39e34fa15b33b91e39e34fa15b,,,,,,,
0x0000000000000018,0xA9323031314E61677261766973696F6E,0xaa04e01327a654beaa04e01327a654be,,,,,,,
0x0000000000000019,0xA9323031314E61677261766973696F6E,0xe3d511bad28426dde3d511bad28426dd,,,,,,,
0x000000000000001a,0xA9323031314E61677261766973696F6E,0x71fbd0263c08386971fbd0263c083869,,,,,,,
0x000000000000001b,0xA9323031314E61677261766973696F6E,0xc86865c2ec065197c86865c2ec065197,,,,,,,
0x000000000000001c,0xA9323031314E61677261766973696F6E,0x3592cfe79a9182b13592cfe79a9182b1,,,,,,,
0x000000000000001d,0xA9323031314E61677261766973696F6E,0x8afcebc066f678118afcebc066f67811,,,,,,,
0x000000000000001e,0xA9323031314E61677261766973696F6E,0x541d75a68a8646bc541d75a68a8646bc,,,,,,,
0x000000000000001f,0xA9323031314E61677261766973696F6E,0xf8e5951a6d00e4cff8e5951a6d00e4cf,,,,,,,
0x0000000000000020,0xA9323031314E61677261766973696F6E,0x79b6a7db5b9eeb1679b6a7db5b9eeb16,,,,,,,
0x0000000000000021,0xA9323031314E61677261766973696F6E,0x72756ac78f5db38872756ac78f5db388,,,,,,,
0x0000000000000022,0xA9323031314E61677261766973696F6E,0xde797e6180c46aa3de797e6180c46aa3,,,,,,,
0x0000000000000023,0xA9323031314E61677261766973696F6E,0x1bfa26667e5e46531bfa26667e5e4653,,,,,,,
0x0000000000000024,0xA9323031314E61677261766973696F6E,0x1c76cda77d35841a1c76cda77d35841a,,,,,,,
0x0000000000000025,0xA9323031314E61677261766973696F6E,0xe178bd14d90f9fefe178bd14d90f9fef,,,,,,,
0x0000000000000026,0xA9323031314E61677261766973696F6E,0xc2ea8ffd2311d37cc2ea8ffd2311d37c,,,,,,,
0x0000000000000027,0xA9323031314E61677261766973696F6E,0x34452825ab1b349034452825ab1b3490,,,,,,,
0x0000000000000028,0xA9323031314E61677261766973696F6E,0xf303fb80715f0f50f303fb80715f0f50,,,,,,,
0x0000000000000029,0xA9323031314E61677261766973696F6E,0xb8cb84b123716228b8cb84b123716228,,,,,,,
0x000000000000002a,0xA9323031314E61677261766973696F6E,0x962936534b9c5180962936534b9c5180,,,,,,,
0x000000000000002b,0xA9323031314E61677261766973696F6E,0x5e1fe69f00fce88d5e1fe69f00fce88d,,,,,,,
0x000000000000002c,0xA9323031314E61677261766973696F6E,0x512a25a6e2ae08fe512a25a6e2ae08fe,,,,,,,
0x000000000000002d,0xA9323031314E61677261766973696F6E,0xa400bda178efe28da400bda178efe28d,,,,,,,
0x000000000000002e,0xA9323031314E61677261766973696F6E,0x09cace31e84e071909cace31e84e0719,,,,,,,
0x000000000000002f,0xA9323031314E61677261766973696F6E,0x59e974d1ba14d5aa59e974d1ba14d5aa,,,,,,,
0x0000000000000030,0xA9323031314E61677261766973696F6E,0x05f4ae5f1277090e05f4ae5f1277090e,,,,,,,
0x0000000000000031,0xA9323031314E61677261766973696F6E,0xf297ee7ed776de54f297ee7ed776de54,,,,,,,
0x0000000000000032,0xA9323031314E61677261766973696F6E,0x487dbe656cbd86b1487dbe656cbd86b1,,,,,,,
0x0000000000000033,0xA9323031314E61677261766973696F6E,0x7f324dc770557aa37f324dc770557aa3,,,,,,,
0x0000000000000034,0xA9323031314E61677261766973696F6E,0xd56c61a21d01d80dd56c61a21d01d80d,,,,,,,
0x0000000000000035,0xA9323031314E61677261766973696F6E,0xdb3c0fe028649195db3c0fe028649195,,,,,,,
0x0000000000000036,0xA9323031314E61677261766973696F6E,0xad8cf60d01c70ff5ad8cf60d01c70ff5,,,,,,,
0x0000000000000037,0xA9323031314E61677261766973696F6E,0x16f4f5f81c7fb2e416f4f5f81c7fb2e4,,,,,,,
0x0000000000000038,0xA9323031314E61677261766973696F6E,0x843639804a7c09ab843639804a7c09ab,,,,,,,
0x0000000000000039,0xA9323031314E61677261766973696F6E,0x270edc8894b5b6e0270edc8894b5b6e0,,,,,,,
0x000000000000003a,0xA9323031314E61677261766973696F6E,0xc88b4122c23916f2c88b4122c23916f2,,,,,,,
0x000000000000003b,0xA9323031314E61677261766973696F6E,0x382c2acde4eb5341382c2acde4eb5341,,,,,,,
0x000000000000003c,0xA9323031314E61677261766973696F6E,0x317b857197129c60317b857197129c60,,,,,,,
0x000000000000003d,0xA9323031314E61677261766973696F6E,0xa44956cd284edd23a44956cd284edd23,,,,,,,
0x000000000000003e,0xA9323031314E61677261766973696F6E,0x5aab3d4a63538d435aab3d4a63538d43,,,,,,,
0x000000000000003f,0xA9323031314E61677261766973696F6E,0x4b75dfd88a84e23a4b75dfd88a84e23a,,,,,,,
0x0000000000000040,0xA9323031314E61677261766973696F6E,0xa3c35ffc862e921ca3c35ffc862e921c,,,,,,,
0x0000000000000041,0xA9323031314E61677261766973696F6E,0x54ae381bdbf491aa54ae381bdbf491aa,,,,,,,
0x0000000000000042,0xA9323031314E61677261766973696F6E,0x4e287e8a11d80a8d4e287e8a11d80a8d,,,,,,,
0x0000000000000043,0xA9323031314E61677261766973696F6E,0x9fbf6f6a4e74eb049fbf6f6a4e74eb04,,,,,,,
0x0000000000000044,0xA9323031314E61677261766973696F6E,0x41c6ec23465d4c9341c6ec23465d4c93,,,,,,,
0x0000000000000045,0xA9323031314E61677261766973696F6E,0x02b1779fb43e45ac02b1779fb43e45ac,,,,,,,
0x0000000000000046,0xA9323031314E61677261766973696F6E,0x6e9f2de1bd8139456e9f2de1bd813945,,,,,,,
0x0000000000000047,0xA9323031314E61677261766973696F6E,0x1731c110ff190d121731c110ff190d12,,,,,,,
0x0000000000000048,0xA9323031314E61677261766973696F6E,0xeac56c556a0353f2eac56c556a0353f2,,,,,,,
0x0000000000000049,0xA9323031314E61677261766973696F6E,0x0aa908d5570e4cd40aa908d5570e4cd4,,,,,,,
0x000000000000004a,0xA9323031314E61677261766973696F6E,0x4f0b8b2146aea01d4f0b8b2146aea01d,,,,,,,
0x000000000000004b,0xA9323031314E61677261766973696F6E,0x730dc4724d5c3cce730dc4724d5c3cce,,,,,,,
0x000000000000004c,0xA9323031314E61677261766973696F6E,0x1615a89f409cfbf71615a89f409cfbf7,,,,,,,
0x000000000000004d,0xA9323031314E61677261766973696F6E,0xc8ca460deb939138c8ca460deb939138,,,,,,,
0x000000000000004e,0xA9323031314E61677261766973696F6E,0xdbb217229f923c58dbb217229f923c58,,,,,,,
0x000000000000004f,0xA9323031314E61677261766973696F6E,0x05ea3630052a872205ea3630052a8722,,,,,,,
0x0000000000000050,0xA9323031314E61677261766973696F6E,0x078751d379d26698078751d379d26698,,,,,,,
0x0000000000000051,0xA9323031314E61677261766973696F6E,0x3cb2ee27af4a4ace3cb2ee27af4a4ace,,,,,,,
0x0000000000000052,0xA9323031314E61677261766973696F6E,0x0e958ddf53d025e90e958ddf53d025e9,,,,,,,
0x0000000000000053,0xA9323031314E61677261766973696F6E,0x9be3ed29f42dc5619be3ed29f42dc561,,,,,,,
0x0000000000000054,0xA9323031314E61677261766973696F6E,0x8b822ca3b3af1d988b822ca3b3af1d98,,,,,,,
0x0000000000000055,0xA9323031314E61677261766973696F6E,0x5b018864d0a6d2b75b018864d0a6d2b7,,,,,,,
0x0000000000000056,0xA9323031314E61677261766973696F6E,0xe03bafd293ca373ce03bafd293ca373c,,,,,,,
0x0000000000000057,0xA9323031314E61677261766973696F6E,0xb618006786e5055fb618006786e5055f,,,,,,,
0x0000000000000058,0xA9323031314E61677261766973696F6E,0x09797950ed5474ec09797950ed5474ec,,,,,,,
0x0000000000000059,0xA9323031314E61677261766973696F6E,0x25cee8ba9537ca3225cee8ba9537ca32,,,,,,,
0x000000000000005a,0xA9323031314E61677261766973696F6E,0xfd4376f4423fbfb1fd4376f4423fbfb1,,,,,,,
0x000000000000005b,0xA9323031314E61677261766973696F6E,0xf2086df8a1d73bbef2086df8a1d73bbe,,,,,,,
