NUID,IVCbc,IVCtr,IVCIPlus,CERT_activate,CERT_generateKey_#01,CERT_generateKey_#02,CERT_generateKey_#03,CERT_generateKey_#04,CERT_generateKey_#05,CERT_generateKey_#06,CERT_generateKey_#07
0x0000000000000000,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x0F022001}{0xF039F9EC22381F9C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x00000000000000000000000000000000BA544284E7F310068E334A09C6557D76;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x0000000000000000000000000000000065AF99E750BB30A075630EFA5F801CBC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x00000000000000000000000000000000A5B26BCBDF210A5BBFF4C9EB610AA79C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x000000000000000000000000000000004AA21243E528B29B002C73B6D8D7EE06;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x00000000000000000000000000000000B3A22D269A16DD453C08DB5ED40C145B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x00000000000000000000000000000000BA544284E7F310068E334A09C6557D76;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000AA36265A7DF15D703701ED243E8B61AE92997DBF849FAAC4;0x0E020001}{0x0000000000000000000000000000000065AF99E750BB30A075630EFA5F801CBC;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000001,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000100000001000000010000000100000000000000000000000000000000;0x0F022001}{0xF54E5F8D5B27991D000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x0000000000000000000000000000000055BF2A43C047ADED8D7CDD1C26392891;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x00000000000000000000000000000000FD8BE40CE4C2B4342CA4F3918ED026BA;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x0000000000000000000000000000000065C0A5D602B097FE87FD5C88784AA7A4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x00000000000000000000000000000000E8E64A0A89EACE3B3285D29DE5EA12B8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x0000000000000000000000000000000044A092EE35DE3240996BED2338821B07;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x0000000000000000000000000000000055BF2A43C047ADED8D7CDD1C26392891;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000007E12EC00DBBD2ED9E1C33FBF82C0540C70C628D5A68DF89;0x0E020001}{0x00000000000000000000000000000000FD8BE40CE4C2B4342CA4F3918ED026BA;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000002,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000200000002000000020000000200000000000000000000000000000000;0x0F022001}{0xB94758347CD03732000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x000000000000000000000000000000006E276F79A329482D72AD077BDBB6AA0E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x000000000000000000000000000000009660BF9762D21D3B6E50D7375B756872;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x00000000000000000000000000000000D0E03813F3CCDE58CC986490A17FB4FE;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x0000000000000000000000000000000083FA50E5E802AFB9BF161756559C036D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x00000000000000000000000000000000772A20F3695ED35D5847D45E24B2A96D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x000000000000000000000000000000006E276F79A329482D72AD077BDBB6AA0E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000004F0FEF49E67CFE0C9B6143FD00617805FE3A9E561B7D7375;0x0E020001}{0x000000000000000000000000000000009660BF9762D21D3B6E50D7375B756872;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000003,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000300000003000000030000000300000000000000000000000000000000;0x0F022001}{0x8B020FBF0A019937000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x00000000000000000000000000000000B20887DC2B4AE7B9BA0D934FD77737E9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x000000000000000000000000000000003FCBCB365FEA8DFF49A94649E0D6C83B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x000000000000000000000000000000009366A15E02CDF55C8D1D269C1DD15F08;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x00000000000000000000000000000000156DF8D6176BC1D6CEBBA956316193D9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x000000000000000000000000000000003014B982ACE8A7EDF91F16F9C98BC004;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x00000000000000000000000000000000B20887DC2B4AE7B9BA0D934FD77737E9;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000B47A5B90A308EA74C088B616F906E4D0019D2979F189EAE6;0x0E020001}{0x000000000000000000000000000000003FCBCB365FEA8DFF49A94649E0D6C83B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000004,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000400000004000000040000000400000000000000000000000000000000;0x0F022001}{0xE35BD11255D6F853000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000001A3C7BA549A584977C0A7FFA408746AA;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000009E41D38C7C4EFF65F75653F46527E0A0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000009A0D6B4489405B2CB5F2D46FEFDCB4F1;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x00000000000000000000000000000000208B7288E5432B881BE5B57FA4987886;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000002632B092FC8E4572C32DEA05D2476A39;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000001A3C7BA549A584977C0A7FFA408746AA;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000008E3B22292C2186DE49F83A06D7EF0F546A183CE3DB5945CD;0x0E020001}{0x000000000000000000000000000000009E41D38C7C4EFF65F75653F46527E0A0;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000005,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000500000005000000050000000500000000000000000000000000000000;0x0F022001}{0x92F3108764EC1DC0000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x00000000000000000000000000000000AE4075D4430FE87765518FC8DACC1710;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x0000000000000000000000000000000008286B8B489636AFD7E3A4C884171681;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x0000000000000000000000000000000093227746619F13FA5527D028ADA36BCA;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x00000000000000000000000000000000F3E59C2B8140A2E7CCEF16361EC3A25B;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x000000000000000000000000000000003CC7B7166527EB0DDD9ACF04874CF8C8;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x00000000000000000000000000000000AE4075D4430FE87765518FC8DACC1710;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD00100000000000062CDD340D80AB606F24BF74706781EEB7BF4A6C837F70C55;0x0E020001}{0x0000000000000000000000000000000008286B8B489636AFD7E3A4C884171681;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000006,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000600000006000000060000000600000000000000000000000000000000;0x0F022001}{0xA523DBAD378F0894000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x0000000000000000000000000000000035B5116547422EC3EBB74BB40A01ED9E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x00000000000000000000000000000000BA88B8DA26F6580CB9AF3681BEF9515F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x000000000000000000000000000000002DE57087DBBC5A42BE808D89B5CD26C7;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x000000000000000000000000000000008A4AD4ECA43C24DB7EB02791F8C7CCBB;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x000000000000000000000000000000001E874E0E2E5F36473161206307C80D17;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x0000000000000000000000000000000035B5116547422EC3EBB74BB40A01ED9E;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000002444161D0F9E2FFE1B7D0B050BB7C7B57D67740837D1FC67;0x0E020001}{0x00000000000000000000000000000000BA88B8DA26F6580CB9AF3681BEF9515F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000007,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000700000007000000070000000700000000000000000000000000000000;0x0F022001}{0xC45AC57E891CF11A000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000555C48E4F39337309001F9932AD51842;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000F69B85A799D0FDD3FA514395F643DDB5;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000E2F8031550B9D519440FB2D8D30B1A00;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000FE95CCE2D75BC61C8918F2A0B0B071E6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000AABB953F2BF515981B48C4A1E94EA677;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000555C48E4F39337309001F9932AD51842;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000D46C56860B6EE26431A66246192732E52A73EA765678C326;0x0E020001}{0x00000000000000000000000000000000F69B85A799D0FDD3FA514395F643DDB5;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000008,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000800000008000000080000000800000000000000000000000000000000;0x0F022001}{0x826E4EF1F5CFEE0C000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000700C1AA39C453F05495BA283356F447C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000C63C7FEA14C8F10F29BD87AC81BDAE42;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000E8DFD08363366FC20944EB8C7A731B4F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x0000000000000000000000000000000071F1EA3601B0578BB43A32B10CD35A38;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000BDF99675023EFEF74D6E1429C91293F6;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000700C1AA39C453F05495BA283356F447C;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD001000000000000193808F744502017BAB9B4F5970066DAEBB0F1856313AD67;0x0E020001}{0x00000000000000000000000000000000C63C7FEA14C8F10F29BD87AC81BDAE42;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
0x0000000000000009,,,0xB86136B7E440B04394738D9047D154D6,{0x00040000000000E331AF00000000000000000000000000000000000000000409;0x0F010001}{0x0000000900000009000000090000000900000000000000000000000000000000;0x0F022001}{0xF0B093447CCD97A8000000000000000000000000000000000000000000000000;0x0F040001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x000000000000000000000000000000000962B477A177D87935AFF5D6AE88798F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x0000000000000000000000000000000088296AFEA6EEDC9070B3C983EF712A12;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x00000000000000000000000000000000365522AA1D3572C965D22C09A0AFADA4;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x000000000000000000000000000000002805CFAD927F9990068631B4B03DF252;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x0000000000000000000000000000000007245E4B4CD23C3F7956D1E7E674191D;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x000000000000000000000000000000000962B477A177D87935AFF5D6AE88798F;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001},{0x0004000000000000000000000000000000000000000000000000000000000000;0x0E010001}{0xD0010000000000007EF885709D0C0FF43AF4DC831B94094FA206D09C21111A24;0x0E020001}{0x0000000000000000000000000000000088296AFEA6EEDC9070B3C983EF712A12;0x0E040001}{0x0000000000000000000000000000000000000000000000000000000000000000;0x06010001}
