NUID,r2rHostKeyDataOutEncEcb-EMI0x4041-1r,r2rHostKeyDataOutDecEcb-EMI0x4041-1r,r2rHostKeyDataOutEncCbc-EMI0x4043-1r,r2rHostKeyDataOutDecCbc-EMI0x4043-1r,r2rHostKeyDataOutEncCtr,r2rHostKeyDataOutDecCtr,r2rContentKeyDataOutEncEcb-EMI0x4041-1r,r2rContentKeyDataOutDecEcb-EMI0x4041-1r,r2rContentKeyDataOutEncCbc-EMI0x4043-1r,r2rContentKeyDataOutDecCbc-EMI0x4043-1r,r2rContentKeyDataOutEncCtr,r2rContentKeyDataOutDecCtrr2rContentKeyDataOutEncEcb-EMI0x4041-1r,r2rContentKeyDataOutDecEcb-EMI0x4041-1r,r2rContentKeyDataOutEncCbc-EMI0x4043-1r,r2rContentKeyDataOutDecCbc-EMI0x4043-1r,r2rContentKeyDataOutEncCtr,r2rContentKeyDataOutDecCtr
0x0000000000000000,,,,,,,0x9a9a5fd58a1e3561,0x69af1583670e98d3,,,,,
0x0000000000000001,,,,,,,0xa0bb6eea16cf26b9,0xb037e460e8b175ed,,,,,
0x0000000000000002,,,,,,,0xa66415f48063bf54,0x1bce99b7fa7183b5,,,,,
0x0000000000000003,,,,,,,0x7183d4363ec336ca,0x31943a66001a384f,,,,,
0x0000000000000004,,,,,,,0x69b67d2852155538,0x473f0db84644b38e,,,,,
0x0000000000000005,,,,,,,0x44ca65f634f9a596,0x83e65a0818c20a3b,,,,,
0x0000000000000006,,,,,,,0x9129b8b948a015ee,0x83d46ddb2a3b03f3,,,,,
0x0000000000000007,,,,,,,0x98dce9bf322b4286,0xe107d573d475d4e8,,,,,
0x0000000000000008,,,,,,,0x26fb78eca6f2b7ca,0xee42a83970b146b1,,,,,
0x0000000000000009,,,,,,,0x0486efe31d07405e,0xbaab7d2d5fc1854e,,,,,
0x000000000000000a,,,,,,,0xc6901ccbc0821093,0xfeb9620d5bf03099,,,,,
0x000000000000000b,,,,,,,0x0103b542725f1e74,0xcf722a954af5b4ac,,,,,
0x000000000000000c,,,,,,,0x783ad409d2cccd82,0x14ef4491929f70bc,,,,,
0x000000000000000d,,,,,,,0x9d5d524383050fa0,0x7e81e90cae952122,,,,,
0x000000000000000e,,,,,,,0xfb1b5083f7c7065b,0x7386f3d602c69ab4,,,,,
0x000000000000000f,,,,,,,0xe379a31c0599578a,0x05c48b443583aeb9,,,,,
0x0000000000000010,,,,,,,0xc6e3fdca28caee52,0x24cf5157f44a3d59,,,,,
0x0000000000000011,,,,,,,0xa0c1e9d4fe90608b,0xf52b8c1f9cf138a9,,,,,
0x0000000000000012,,,,,,,0x106427120742ed7e,0xbde74354889d4527,,,,,
0x0000000000000013,,,,,,,0x317b938acd144f4e,0xc1a9df1407930250,,,,,
0x0000000000000014,,,,,,,0xaae77279fc4dde19,0x4172401eb439938c,,,,,
0x0000000000000015,,,,,,,0x3e12d149b02c05fd,0xd8fbe378142dd32d,,,,,
0x0000000000000016,,,,,,,0x1b14599ba38d8605,0xf18b76a7d7e86f52,,,,,
0x0000000000000017,,,,,,,0x50d1e3b5c38b53bf,0xba5ded1793398414,,,,,
0x0000000000000018,,,,,,,0xa0b66fb60046201e,0xa99bae69b00a1aa9,,,,,
0x0000000000000019,,,,,,,0x240896d888bee996,0xfb49aab82cc07ae2,,,,,
0x000000000000001a,,,,,,,0xae3678970dfa7931,0x2d1385b93c18b460,,,,,
0x000000000000001b,,,,,,,0x5675eed6531a81ce,0xb9ab42883d726345,,,,,
0x000000000000001c,,,,,,,0x60a9373cb59764ce,0x6e51b15587d4405b,,,,,
0x000000000000001d,,,,,,,0x0b57fb93b29f4d12,0x39c0d2726474651f,,,,,
0x000000000000001e,,,,,,,0xb219a0105ca7fbc9,0x18d35c727c4d5179,,,,,
