NUID,r2rHostKeyDataOutEncEcb-EMI0x4021-MT,r2rHostKeyDataOutDecEcb-EMI0x4021-MT,r2rHostKeyDataOutEncCbc-EMI0x4026-MT,r2rHostKeyDataOutDecCbc-EMI0x4026-MT,r2rHostKeyDataOutEncCtr-EMI0x4027-MT,r2rHostKeyDataOutDecCtr-EMI0x4027-MT,r2rContentKeyDataOutEncEcb-EMI0x4021-MT,r2rContentKeyDataOutDecEcb-EMI0x4021-MT,r2rContentKeyDataOutEncCbc-EMI0x4026-MT,r2rContentKeyDataOutDecCbc-EMI0x4026-MT,r2rContentKeyDataOutEncCtr-EMI0x4027-MT,r2rContentKeyDataOutDecCtr-EMI0x4027-MT
0x0000000000000000,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x49a7c60048f498c3add94faddf13d0db,0xf9730d7b3147dd03fe2fb3fe689d4c0b,0x9b3c479a9b1d8d67655ab050fb1d3040,0x611a0d390845b00ed5701d8327ea31e7,0xf3ad5f37b1fd5f5fa54c066e0e47c80f,0xf3ad5f37b1fd5f5fa54c066e0e47c80f
0x0000000000000001,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x8b26bae68f1a63b78083d0f166b13b8a,0x775732478de3bfb3218efa66af14d5ad,0x7c259b504e95ed667906ae4be87e999a,0x0b8c27adfdd53c514cdb8478f8e340a6,0x1b252952c76fd17b2c88fc3cb0f95d8f,0x1b252952c76fd17b2c88fc3cb0f95d8f
0x0000000000000002,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x8b677516b325037e98f26f2c50459117,0x7a5f1556a419817d617066f4e1247196,0x5549b9efe76c4bf8d0092584a463c880,0x3c7ebb1676051d96e841c05063b4fa0c,0x51213304d871054b2cb6b3054830d9c2,0x51213304d871054b2cb6b3054830d9c2
0x0000000000000003,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0xb7a5393ac7450732d062991509b96007,0x4d27602ec311cfa5c96b2432f39e062f,0x65c1b42cc96a86a5a66fc83546451cdd,0xba7fdb2cc3523febf2db99d928a99c00,0x416136f372286207d2ea2d384297658b,0x416136f372286207d2ea2d384297658b
0x0000000000000004,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0xaa6acad9bc45280660fc04c92c7d3cfc,0x7e61adab621ca948ca27fbbb8808d3ff,0x5bd887f25f630332e0878b4b8aea16ce,0xfe04746a47746af602d1f15288a79a65,0x3cdd6725c46554d6969ffb352955114e,0x3cdd6725c46554d6969ffb352955114e
0x0000000000000005,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x93b73e1cc90ff29b74028fd4bf789c43,0x48f9ed5e72b3ab7c3f19335092623b88,0x1063239d0ecaba8b85ca024fccefd6eb,0x7f43cd953ad80f035416fe0aa8732002,0x746d4a4e5826bbb6c6d448655eb74cec,0x746d4a4e5826bbb6c6d448655eb74cec
0x0000000000000006,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x900533aa6ae01ad428f287e9d9e12ad4,0xed4106c3526d5d7ea3a987e1df4ba6ca,0x5c747fae8f805735ff10458228b3c8da,0x6ed5c15b6d1deb21b246bcbaed3992ca,0x64e7a82cdc4a2f421112106eef1fb57b,0x64e7a82cdc4a2f421112106eef1fb57b
0x0000000000000007,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x69da455c9e73beaeaa608ad8f1d374a0,0x28d114aa398678eed7bb8f4ab7f19d0d,0x8bf90e13c10d74285ac7dbe97cfeb673,0x4e4593e73fd6368930d0e2922c7b1f3c,0x75809c29561b4b760d6487a04990bff5,0x75809c29561b4b760d6487a04990bff5
0x0000000000000008,0x8BA4F4E2FD9E153627C659AEEC11ECE3,0xE76A8ACE5CFB2A2FA13CFE11743A050A,0xBEFB12159D4F8FBB4AC338E5BF65BA49,0x8D567ABBDDED60A274D20E4BF32F1101,0x1B08934F0798E8BDE5F4E46864607EC7,0x1B08934F0798E8BDE5F4E46864607EC7,0x7dbe95e337255efaf2e3c5c491ba7a28,0x7ab82e635d4a50fbb3a4e33af26dfaa4,0x53a879059e93324e31e6276518967d6b,0x15a614fbdccbf72d4e037c21d967a4f9,0x90b222f3abd86cdf7e0d64b34253cbc9,0x90b222f3abd86cdf7e0d64b34253cbc9
